web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1567324989-292","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dave","On my second one. A real life saver!","June 18, 2017","Fell face first in the car on to a metal piece. Solid hit, chipped the side and split the whole screen. I was almost too afraid to peel it off and find out how's he was the screen protector and how much was the screen. iPad was pristine! Phew!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1567324833-28","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Derek","Had this on my wishlist for far too long","July 8, 2019","I have owned my iPad 6th gen for almost a year and ever since I bought my first case for it I received recommendations to buy this screen protector. It wasn't until recently that I finally caved and bought it. Boy, do I regret tabling the decision for so long.

This screen protector works with most of the cases I own for my iPad and it does not impede the movement of the Apple Pencil or Logitech Crayon as the glide across the screen. Install was much easier than I thought it would be. Just watch the video and take your time.

This screen protector is well worth the price and effort needed to properly install it. It's the #1 rated glass screen protector for the iPad for good reason. It works!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1567324884-125","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mellie31553","Ended Well","November 25, 2016","First, I am not adept at this sort of task and usually end up with a useable, but not perfect, result. That said, this went on fairly well. The biggest complaint is that the ""guide"" stickers were not adhesive enough to hold the glass in place as hinges, nor to use the third one as a handle to lower the glass onto the iPad. I ended up pulling the protector free of the hinges and just eyeballing it. I got three good sized bubbles toward the top, one silver dollar sized and the other two more dime sized. However, I was able to gently ease a fingernail under a corner and use the small, stiff, smoother to work the largest bubble to the edge. The two small air pockets were fairly easy to work to the edge using pressure on the protector. Once all is said and done, it's on as straight as can be expected - the circle is not exactly even over the button, but the sides look straight, and there are no bubbles nor dust apparent. I'm well satisfied.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1567324961-256","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","leigh lee","but I do need you to send me another good one, thanks","October 22, 2017","When I was peeling the film off the corner started to crack! I was trying to contact the seller but can’t find how, the website didn’t work. I don’t want refund, but I do need you to send me another good one, thanks! I got my replacement one today and it was so easily to put on, I love it! The response and support from Sparin is out of this world! They stayed contact with me to make sure I received the replacement! Thank you so much and I’ll definitely do business with you again!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1567325078-393","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Harvey H. Willard","Great protector, only one chance to use it.","May 19, 2016","Great Protector, but you only have one chance to get it right. It did not come with instructions, but everything you need came in the package. Since I have used these before I knew what I had to do. Make sure the area where you are assembling to your IPad is clean and free of dust. I would have given 5 Stars, but once this screen comes even close to the iPad it sticks. I was very careful to place the hole over the finger button. As soon as the protector was near the screen it attached itself to the screen, I was just a tiny bit off. I could not move it again. The bubbles were easy to remove with the card provided and it looks great. Just be very careful. The price is right.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1567324951-238","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Easy to install","June 29, 2017","I had never installed glass before, but video instructions were easy to follow and allowed me to install the screen protector flawlessly. Sometimes I forget that it isn't the screen because it fits the device perfectly. The only complaint I have is that it added some glare to the screen, but my iPad Pro 9.7 inch screen was designed to have no glare, so some additional glare was to be expected anyways. Have been using for a few months now to take notes at school with my Apple Pencil, and I have not noticed any scratches or imperfections. Would recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1567324967-262","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","David M.","Very nice! I've forgotten it's even on my iPad.","February 16, 2018","This works perfectly when you follow the instructions. The installation is a little tricky since you have to minimize your skin oil and dust during placement, and you also need to smooth out the bubbles. But I was able to install it with no trace of it even being a separate cover. My iPad's touchscreen is still as responsive as ever, and I've completely forgotten that it's on there at all. The only minor objection I would have is that it is a slightly higher gloss finish, I think, than the original screen. An anti-glare coating would make this an A+ product. In any case though, I'd recommend it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1567324814-15","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","clw","Not as advertised","March 15, 2018","Was impressed by all the positive reviews so I purchased this for my new iPad. The first one arrived with a smudge that wouldn’t go away. I decided it was a fluke, so I returned it and ordered another one. After following the directions completely, I had two air bubbles that would not go away. Thinking this was a temporary issue and would eventually go away, I left it for a few days. I removed and replaced once again and I now have 8 air bubbles that refuse to go away! In the years I have been installing screen protection on various products I have never encountered such a problem. I would return this one, but so sure was I that this one would work, I threw everything away. Very dissatisfied with product!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1567324844-42","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ryan Leslie","Pretty package, substandard product","April 19, 2019","We had previously had this brand on an iPad and reordered on accident.  The first protector shattered from a short fall, with an excellent case protecting the device. I wanted a different brand but wasn’t clear about that before the order was made.

Both items were terrible to put on. The packaging, while impressive, worsens the situation. It causes increased static. If you use the ridiculous guide stickers, keep this is in mind. Not only will they allow shifting that will require lifting and secondary attempts, they increase the time for particles to build up. It’s better to just eyeball and adjust, which you won’t do if you just flop it over with the stickers.

The static draws everything to the adhesive side immediately. And the glass is fragile. It will crack during installation if you aren’t careful during adjustments. Or if you discover particles underneath...

The cleaning wipe is also absurd. Both times it created a film on a pre-cleaned surface. That requires extra time wiping after use.

The plastic tab for smoothing bubbles is a joke. Don’t waste time using it.

Just buy something else.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1567325053-384","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","GrKe","Works perfectly fine with the pencil and soft Apple cover: Updated review on longevity","May 4, 2016","I've had to downgrade my rating since I ordered a new protector of the same brand that lasted less than a week. I've ordered this exact product 4 times over a period of two years. First one lasted 7 months(dropped it). Second one lasted over a year(corner started to peel). Third one lasted 4 months. Fourth one (latest) lasted less than a week. I haven't changed the cover or way I handle the iPad between the third and fourth one, nor have I dropped it. The last one developed large scratches, which quickly spread to become huge cracks across the surface. I'm not sure if the quality has changed since I first bought this. I have one more left so I'll see how long it lasts, but not really confident.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1567324872-107","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sandra Viana","Kit did not come with dust removal sticker. Guide stickers do not stick!  Screen full of dust.","January 13, 2018","The 2 star rating isn't necessarily for the tempered glass itself, but for the means of installation.  It should be first noted that my kit did not come with the dust removal sticker, so I was unable to complete that step as written in the instructions, as well as the steps in the video on YouTube. I always apply my own screen protectors to my devices, so I have relatively good experience with placing screen protectors.  When applying this one however, the screen protector kept sliding around as I was trying to measure the placement due to the protective sticker on the protector.  Also, when trying to place the guide stickers onto the screen protector for alignment, they always kept popping off and I would have to realign the screen and press the guide sitckers on again (this happened 3 times). I cleaned the screen as instructed, and as noted before, I could not complete the dust sticker removal step, as my kit did not come with one.  Dust still remained on my screen because of the microfiber cloth (keep in mind, I was installing the protector in a relatively dust-free area).  After removing the protective sticker from the glass, I flipped the glass as instructed and the guide stickers once again came off, adding more time to the installation process, therefore allowing some dust to settle onto the adhesive side of the tempered glass. There are dust particles stuck under the glass now and there are still some bubbles remaining. Very disappointed.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1567324955-242","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Liberty's Daughter","Spots before My Eyes","March 6, 2019","I like the use of thin tempered glass to protect my iPad screen.  The likes stop there.  I logged on to a YouTube tutorial as recommended, which I viewed three times prior to application.  I carefully followed each step.  Despite this, I ended up with multiple air bubbles that couldn’t be removed.  As suggested, I removed the protector and reapplied it.  The problem became worse.  Bottom line-do not buy this unless you don’t mind air bubbles!  I will need to replace.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1567324849-53","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","2 Boxer Mom","Very satisfied and I would recommend to others.","August 5, 2017","I am giving 5 stars to the SPARIN Tempered Glass screen protector. I bought it to safeguard my 2017 iPad Air 2. The item was delivered on time and well packaged. The protector itself is so thin it's hard to believe it is glass but it is. The installation was very simple. Clean the glass with the products included and use the sticky film to remove any minute dust or particle and using the adhesive tabs to create a ""book"", peel the film back from the down side of the protector and drop in place.  Make sure to follow the directions and if you need to (I did because I was a little nervous I'd screw it up and must buy another one) follow a tutorial on YouTube. The protector really does adhere itself to the glass and I had only a minor bubble to push aside. It was easier than I thought it would be. The cut outs for the home button, camera, etc. line up perfectly. The thinness of the protector does not in any way interfere with the touch functions of my tablet.  I now feel confident in ordering one for my iPhone 7.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1567324849-52","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","bhaughery","The protector itself seems very nice. The cut out for the home button was ...","September 14, 2017","The packaging and instructions were top notch. The protector itself seems very nice. The cut out for the home button was not ""on center"". It was slightly offset from the actual home button. I may be picky by it seems a simple fix would be making the hole a little bigger. It is unpleasant to feel the edge of the cut out every time you touch the home button. Also, I wasn't expecting the entire top of the screen protector would be cut short to accommodate the face camera hole. Seems a simple fix to just cut out around the hole so the screen protector covers more of the top of the screen. As it is the screen protector stops about 1/2"" from the top of the iPad. I will be returning this.
UPDATE: in my initial review I critiqued the size of the screen not covering the entire screen. While in function this may be true it makes little difference in the long run. When I finally installed it the process was simple. Not sure why folks are complaining about bubbles. For me there were none. I am supposing the negative reviews have more to do with user error than the product itself. This product is going to preserve the resale value of my iPad 100 times over. Very happy.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1567324814-14","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","dudalth91","Fast delivery? maybe. Durable? no.","August 4, 2018","I purchased this soon as I got my iPad without much searching because I wanted to have a screen protector delivered as soon as possible. Maybe I should have researched it a bit more before deciding to purchase it. It came in a very nicely packaged sturdy looking case with hardcover and styrofoam on all sides. On the third day of using it, I dropped my iPad (from maybe 2 1/2 ~ 3in height to my desk) and it cracked.  I should have learned my lesson from the first one but I didn't. So I purchased the second one. Thankfully it didn't crack BUT I just noticed that near one of the corner was chipped. I haven't dropped it nor given any damages (that I remember of) so I am very curious as to how it chipped and it's slowly making itself larger.
I would have said it may not be for me but people who don't take their iPad outside should be fine BUT I am one of those people who doesn't take their iPad outside of home. So would I recommend this one to a friend? No.
Who would I recommend this to? people who need cheap protector quickly as they are looking for a higher quality one. Like I said before, the package was very nicely packaged and it came very quickly.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1567324955-249","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mythicavenger","Great product especially for the price","February 20, 2018","Great product especially for the price!  Normally priced at 50 or $60 when you go into a  Cellular company this is only $10 and the quality feels almost the same now I do see that a lot of people have been having issues trying to apply it I have experience on applying these and you have to make sure that the iPad has no fingerprints and also using the sticker comes  to take off any length I personally like  to use tape to make sure that no lint visible,  The hardest part is aligning the screen correctly  luckily I had a big enough hands to hold all sides and use my other hand to guide it and I am also not afraid to call the screen protector back up to get rid of air bubbles ( if there is lint it will not come off you have to use tape and stick it underneath and then pull it out )","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1567325141-420","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lucky Charm","Best screen protector with the easiest installation.","December 5, 2017","Probably the best screen protector I've come across.  It is the thicker glass type, but the reason I love it is actually the installation.  It includes the often seen wet and dry cleaners, dust cloth and bubble removing plastic piece; but also these stickers that act as a hinge to help perfectly align the screen protector.  What a great and useful idea!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
"1567324863-83","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ellen","Quality of Glass is Great, Installment not the easiest but better than most","January 5, 2017","So far the protector seems to do well, it's been less than 24 hours so I haven't used it extensively. There is no camera opening in the protector...not sure if there is supposed to be or not. The only hole is for the iPad power button on the bottom. As far as installment, it was easy for the most part, I like that it comes with both a wet and dry cloth to clean the screen and even a dust remover (sticker), although I still managed to get a piece of dust even though I followed the steps. The Guide stickers did not help me at all, I put all three of them on the side of the glass as directed but the glass slid off the iPad and I had to remove the stickers to re-align the glass to the iPad, so unnecessary steps were included. The soft flexible card to remove the air bubbles was so small that I didn't see it until after i had pushed most of the bubbles out by hand. It could be slightly larger and also be included in the printed directions...just some feedback for the manufacturer.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1567324989-297","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dave Naz","Great support and customer service.","May 9, 2018","In many ways this screen protector is great. It went on easy. Nice fit (though it could be a fraction smaller for cases to not interfere). For some reason my first protector did not work with my Apple pencil and customer service sent me a new one. The only reason I can think of is that the tip of the pencil was not completely attached or the pencil was not fully charged (though it did say it was connected). Either way it works create now. Customer serice was quick and helpful.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1567324994-301","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","KC Tech Geek","Not particularly easy to install this item with precision - the sticky ...","May 24, 2018","Not particularly easy to install this item with precision - the sticky tabs that act as ""hinges"" for the install don't hold the screen protector in place accurately after you lift it, making it likely you'll get a slightly crooked application of the screen protector.

[Update 6/2/2018] The vendor graciously offered to send a replacement screen protector so that I could re-install. Reinstallaton went better but still not perfect. I’m adding one star to my review for the support offered.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1567324872-110","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Caitlin","Possibly User Error, But Cracks Galore","August 22, 2019","This protector cracked way too easily. It chipped almost immediately after I put it on my iPad. I couldn’t even tell you what I did to cause the chip. But it was on one of the lower corners and didn’t seem like it was too bad so I left it. Two days ago I saw that the chip had turned into a crack. The crack grew larger until I finally just removed the protector... which shattered into many pieces in the process. Most of the pieces stayed stuck to the adhesive, but some of them did go flying. So beware when removing. I will say there were several months of use between installation and removal.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1567324859-76","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chelsea","Good Gorilla Glass For The Price","January 26, 2019","Clear instructions were provided along with the correct materials. The box came on time, sealed, and everything included. It fit perfectly on my iPad 6th gen. The only gripe I have is even after going through all the steps and following the instructions to a t, there is still one little spot on the edge that caught a piece of dust. Not necessarily the product’s fault, but annoying all the same. My protective case covers it, so I can’t see it unless I take the case off. All in all, it seems like a very good gorilla glass for the price, easy to apply, and no issues after application. It adhered the way it was supposed to, and is very clear.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1567324855-68","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Whovian 2006","Great screen protector, instillation process needs improvement","August 26, 2016","This is a good screen protector. Thick, sturdy, actually has a full cutout for the fingerprint sensor (unlike some I've seen), and is crystal clear. I give it 3 stars based on their install process, and my recommendations for a better install. Due to a job I previously held I used to do screen protector installations on a daily basis, and have installed countless screen protectors. With that said, I was intrigued by their sticker hinge install idea. I thought it might be the best install process I've seen yet, however the stickers didn't stick well to the screen protector, and stuck too much to my iPad, leaving a residue that I had to rub off. Their dust magnet tool also leaves residue on the screen, so I recommend to skip the dust magnet step. A microfiber and some elbow grease can get a screen perfectly clean. I recommend cleaning the screen before attaching the sticker hinge as while cleaning, if your iPad moves on the table, it drags the screen protector across the table potentially scratching it. Use lots of light and turn off ALL the fans/air conditioning or heating to keep as much dust from floating around as possible. wait about 10 minutes after everything is off to let the dust settle, then clean the screen very well. Tempered glass screen protectors show dust under the screen protector much more obviously than typical vinyl screen protectors. I have also docked another star for the poor bevel on the fingerprint cutout, causing it to be somewhat sharp. I hope this helps. If the supplier reads this, please update your instructions with my recommendations to assist future customers.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1567325021-360","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Trice","Was sent the wrong screen protector at first but have since been sent the correct one.","February 22, 2018","Edit: I decided to put this above my first review because I was immediately contacted by Sparin and they sent me the correct iPad Glass Protector for free! I have correctly installed it on my device and I love it. I would do business with them again.

This screen protector is not the one that is advertised. It is too long and it does not cover my screen even though it says it’s for an iPad 9.7 inch it’s not. It doesn’t even look like it for an iPad. I am very disappointed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1567325030-371","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AGS","Cracked within a week. Customer service sent replacement.","February 24, 2018","Put these on my kid school iPads.  They go on super easy and look great.  First batch made it through the semester before being completely cracked.  I replaced them for the second semester and within a week both kids iPads screen protectors were cracked.  I honestly  don’t  know if it’s my kids or the screen protectors but this just isn’t working out.  I just Ordered another brand, we’ll see if those hold up better.

Update 03/31/2018:
The company contacted me and sent me replacements.  As before they go on wonderfully but it’s too early to know how long they’ll last. I’m upping to 3 stars and if they last an appropriate length of time I’ll up my rating again.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1567325117-409","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Drew","Fits onto both great, easy to install","March 6, 2018","I have a 4th gen iPad and a iPad Air 2. Fits onto both great, easy to install. I have used these protectors before and stepped on the screen on accident and the hold up. The protector will crack but it saves your screen. The last time I applied one the case I got popped up the screen protected; after an email a replacement was sent at no cost. Great customer service.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1567324907-168","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","happinessismychoice","Reduces glare nicely. Followed reviewer suggestions for optimal placement.","March 3, 2018","Arrived on time, well packaged, undamaged. As per the advice of other reviewers, I allowed the screen protector 24 hours to come to room temperature before installing. I hate bubbles, so I found a clean library room and waited until the AC fan was off (didn't want anything blowing around). Pre-cleaned my screen with an old lens cloth just because I'm paranoid. The cleaning kit that came with the screen protector is appreciated, although there were two items that weren't mentioned in the instructions: one dry wipe, and a pull tab (I assumed it was to be used to position the screen, although I didn't use it and did fine). As per instrutions, I pre-positioned the screen protector, then applied the hinge stickers. I realized too late that I had placed the screen protector wrong-side up, but no worries! The hinge stickers weren't excessively sticky, and I was able to remove them without problems or damage. I re-placed the screen protector and hinge stickers, and gave placement a few practice tries as per other reviewers suggestions. I followed the cleaning instructions, and if I could take just half a star off, I would: the dust wipe left a film on the screen that, had I not noticed, would have caused problems. No worries, the microfiber dust cloth took care of the film and the screen was pristine. I placed the screen protector easily, sealed it to the screen, and removed the hinge stickers. Works beautifully, and I honestly can't even tell its here except that the glare is noticeably reduced (which is why I purchased this in the first place).","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1567325141-416","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Linda","“SPARIN” is the most responsive and helpful “Team” I have ever had contact with! Thank you!......Linda","September 30, 2017","I had a problem with one of their products. They immediately responded and corrected my problem. “if you feel you have any type of problem with any one of their products, “you have their total undivided attention to correct your exact problem with their product by any means available to them.
Sparin’s “Team” are truly the most responsive, concerned, and professional people I have corresponded with in a looong time!

Thank you Spartan “Team”!!!
Linda","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
